county_name,reg_voters,lowdem,uncertain,persuasion,highdem,census_block_group_2010
Fort Bend,2841,235,118,53,372,481576730011
Fort Bend,2627,175,135,54,337,481576730012
Fort Bend,1829,109,56,39,248,481576730013
Fort Bend,4338,544,241,120,628,481576730021
Fort Bend,2061,408,148,65,374,481576730022
Fort Bend,4008,368,220,99,594,481576730031
Fort Bend,6266,987,370,197,1162,481576730032
Fort Bend,32719,5115,2232,1368,6389,481576731011
Fort Bend,7900,1294,545,236,1283,481576731012
Fort Bend,3992,218,143,85,410,481576731013
Fort Bend,7919,925,433,274,1347,481576731021
Fort Bend,4684,679,282,157,832,481576731022
Fort Bend,464,26,21,4,42,481576732001
Fort Bend,18380,1882,953,619,2898,481576732002
Fort Bend,4979,184,129,88,461,481576733001
Fort Bend,2382,85,79,48,220,481576733002
Fort Bend,16746,2275,996,416,3040,481576734001
Fort Bend,7495,936,354,432,1196,481576734002
Fort Bend,5320,677,247,209,1252,481576735001
Fort Bend,2366,165,62,88,201,481576735002
Fort Bend,1887,94,51,68,179,481576735003
Fort Bend,1421,65,47,58,157,481576736001
Fort Bend,2114,110,56,87,203,481576736002
Fort Bend,2007,97,44,80,199,481576736003
Fort Bend,1258,62,34,64,127,481576736004
Fort Bend,66,24,2,1,11,481576737001
Fort Bend,1731,434,65,86,364,481576738001
Fort Bend,1853,558,47,76,521,481576738002
Fort Bend,2095,515,108,65,508,481576738003
Fort Bend,690,125,43,46,69,481576738004
Fort Bend,2345,385,86,121,522,481576739011
Fort Bend,1884,362,55,116,509,481576739012
Fort Bend,2275,365,83,117,578,481576739013
Fort Bend,1262,255,45,65,249,481576739014
Fort Bend,5514,1706,181,348,2233,481576739021
Fort Bend,1329,338,47,60,274,481576739022
Fort Bend,2031,324,101,166,383,481576740001
Fort Bend,2452,460,110,127,345,481576740002
Fort Bend,2065,299,96,155,374,481576740003
Fort Bend,2007,217,83,127,354,481576741001
Fort Bend,1345,189,57,78,209,481576741002
Fort Bend,1535,248,67,82,227,481576741003
Fort Bend,1306,167,50,57,236,481576741004
Fort Bend,1104,203,56,80,264,481576742001
Fort Bend,1272,171,57,90,222,481576742002
Fort Bend,1651,181,73,80,281,481576742003
Fort Bend,1261,142,61,67,176,481576742004
Fort Bend,944,193,48,48,171,481576743001
Fort Bend,2087,323,120,59,451,481576743002
Fort Bend,4925,1298,305,200,1483,481576743003
Fort Bend,6107,1583,322,330,2082,481576744001
Fort Bend,1504,190,61,60,322,481576744002
Fort Bend,7536,1851,441,364,2475,481576744003
Fort Bend,11572,2989,708,343,3644,481576745011
Fort Bend,14380,2426,816,349,3504,481576745021
Fort Bend,3368,402,162,80,750,481576745022
Fort Bend,2552,168,75,124,339,481576746011
Fort Bend,1087,65,40,47,180,481576746012
Fort Bend,3028,279,111,107,465,481576746021
Fort Bend,3776,315,126,198,629,481576746022
Fort Bend,990,75,26,54,151,481576746031
Fort Bend,1655,261,138,41,266,481576746032
Fort Bend,2302,371,156,65,390,481576746033
Fort Bend,3865,1109,212,86,1010,481576746041
Fort Bend,3343,1067,123,64,1019,481576747001
Fort Bend,571,133,20,29,60,481576747002
Fort Bend,8209,1427,393,191,1778,481576747003
Fort Bend,1036,294,43,22,125,481576748001
Fort Bend,672,85,27,24,70,481576748002
Fort Bend,713,60,31,32,79,481576748003
Fort Bend,924,287,46,35,58,481576748004
Fort Bend,537,183,24,7,55,481576748005
Fort Bend,652,256,21,53,70,481576749001
Fort Bend,565,193,28,35,81,481576749002
Fort Bend,945,412,38,67,88,481576749003
Fort Bend,1151,465,33,81,181,481576749004
Fort Bend,837,329,28,16,113,481576750001
Fort Bend,1242,464,53,55,207,481576750002
Fort Bend,945,198,66,15,85,481576751001
Fort Bend,878,172,68,8,116,481576751002
Fort Bend,1051,203,113,23,157,481576751003
Fort Bend,5046,1380,328,134,1022,481576751004
Fort Bend,729,231,50,17,90,481576752001
Fort Bend,750,230,51,20,84,481576752002
Fort Bend,1641,314,123,18,183,481576752003
Fort Bend,570,58,30,7,55,481576752004
Fort Bend,1268,297,100,25,108,481576753001
Fort Bend,1252,189,100,21,105,481576753002
Fort Bend,546,202,39,7,76,481576753003
Fort Bend,1399,462,145,27,177,481576753004
Fort Bend,1350,225,134,29,130,481576754001
Fort Bend,4565,764,450,77,735,481576754002
Fort Bend,13316,2637,1181,302,2968,481576755001
Fort Bend,4012,966,428,68,644,481576755002
Fort Bend,3483,175,127,38,167,481576756001
Fort Bend,1800,64,49,17,75,481576756002
Fort Bend,1637,144,91,13,147,481576757001
Fort Bend,3002,207,133,36,225,481576757002
Fort Bend,1263,36,24,11,50,481576757003
Fort Bend,870,66,40,7,77,481576758001
Fort Bend,1317,170,63,6,132,481576758002
Fort Bend,636,237,9,8,179,481576758003
Fort Bend,1,0,0,0,0,482011000001
Fort Bend,20,0,0,0,0,482012320002
Fort Bend,13,1,1,0,1,482013303021
Fort Bend,3,0,0,0,2,482013303023
Fort Bend,0,0,0,0,0,482013306002
Fort Bend,10,4,0,0,2,482013307001
Fort Bend,1,0,0,0,0,482013307002
Fort Bend,0,0,0,0,0,482014120001
Fort Bend,1,1,0,0,0,482014401001
Fort Bend,22,7,0,0,7,482014401003
Fort Bend,1,0,0,0,0,482014518002
Fort Bend,1,0,0,0,0,482014526001
Fort Bend,1,0,0,0,0,482014527003
Fort Bend,1,0,0,0,0,482014534011
Fort Bend,1,0,0,0,0,482014534032
Fort Bend,91,15,3,3,26,482014535012
Fort Bend,0,0,0,0,0,482014535021
Fort Bend,9,4,0,1,0,482014538001
Fort Bend,19,4,1,1,1,482014538002
Fort Bend,74,34,6,4,10,482014539001
Fort Bend,71,31,1,4,14,482014539002
Fort Bend,35,8,1,2,6,482014540001
Fort Bend,5,4,0,0,1,482014540002
Fort Bend,0,0,0,0,0,482014541002
Fort Bend,55,13,0,3,6,482014542001
Fort Bend,1,0,0,0,0,482014543021
Fort Bend,1,0,0,0,0,482014545021
Fort Bend,0,0,0,0,0,482014548002
Fort Bend,4,0,0,0,0,482014548003
Fort Bend,5,0,1,0,0,482014549002
Fort Bend,45,1,1,0,4,482014550001
Fort Bend,3,1,0,0,1,482014551013
Fort Bend,1,0,0,0,0,482014551021
Fort Bend,513,121,43,8,44,482014553001
Fort Bend,1,1,0,0,0,482015340021
Fort Bend,0,0,0,0,0,482015422002
Fort Bend,1,0,0,0,0,482015424001
Fort Bend,3,0,0,0,0,482015425001
Fort Bend,0,0,0,0,0,482015428001
Fort Bend,141,22,12,1,21,484736801001
Fort Bend,35,4,3,0,9,484736802001
Fort Bend,34,0,5,0,5,484736802002
Fort Bend,44,3,4,1,9,484736802003
Fort Bend,298,39,18,8,44,484736802004
Fort Bend,0,0,0,0,0,484817401002
Fort Bend,2,0,1,0,0,484817401003
Fort Bend,31,2,4,0,2,484817401005
Fort Bend,10,2,0,0,2,484817402001
Fort Bend,0,0,0,0,0,484817411001
Franklin,211,6,2,0,1,
Franklin,1043,37,10,2,37,481599501001
Franklin,1032,18,13,11,43,481599501002
Franklin,1929,38,29,18,51,481599501003
Franklin,820,13,9,4,32,481599501004
Franklin,2370,121,61,17,140,481599502001
Franklin,1573,32,27,8,75,481599503001
Franklin,739,19,12,10,33,481599503002
Franklin,6,0,0,0,0,482239501001
Franklin,4,0,0,0,0,482239501002
Franklin,4,0,0,0,0,482239507004
Franklin,13,0,0,0,1,482239507005
Franklin,45,0,0,0,4,483439501001
Franklin,8,0,1,0,0,484499501001
Franklin,42,0,0,0,0,484499501002
Franklin,6,0,0,0,0,484499502001
Franklin,2,0,0,0,0,484499502002
Franklin,8,0,0,0,0,484499503003
Franklin,1,1,0,0,0,484499504001
Franklin,1,0,0,0,0,484499506001
Franklin,1,0,0,0,0,484999501001
Franklin,14,0,0,0,1,484999501003
Franklin,3,0,0,0,0,484999502001
Franklin,68,1,1,0,2,484999502002
Franklin,12,0,1,0,0,484999502003
Freestone,104,0,1,0,2,
Freestone,2053,74,53,14,97,481610001001
Freestone,2770,85,61,24,138,481610001002
Freestone,1322,25,24,12,47,481610002001
Freestone,1092,126,55,10,104,481610003001
Freestone,826,38,25,3,35,481610004001
Freestone,1357,54,35,17,67,481610004002
Freestone,584,27,18,4,38,481610006001
Freestone,1020,31,21,5,64,481610006002
Freestone,1585,34,49,11,48,481610006003
Freestone,639,25,19,1,26,481610007001
Freestone,879,122,50,9,95,481610007002
Freestone,1045,55,36,7,53,481610007003
Freestone,1536,178,74,11,185,481610009001
Freestone,17,0,0,0,0,482899501001
Freestone,62,2,0,0,2,482899501002
Freestone,43,0,0,1,3,482899501003
Freestone,11,0,0,0,0,482899503002
Freestone,22,1,0,0,0,482939702001
Freestone,11,0,0,0,1,482939702002
Freestone,8,0,0,0,0,482939704002
Freestone,2,0,0,0,0,482939705001
Freestone,4,1,0,0,0,482939705002
Freestone,2,0,0,0,0,482939707001
Freestone,3,0,0,0,0,483499707003
Frio,284,0,0,0,0,
Frio,1,0,0,0,0,480139602012
Frio,7,0,3,0,0,480139602013
Frio,3,0,0,0,0,480139602022
Frio,1,0,0,0,0,480139605001
Frio,1451,173,84,30,200,481639501001
Frio,1148,208,55,18,272,481639501002
Frio,1025,151,57,21,238,481639501003
Frio,1108,231,48,17,293,481639501004
Frio,804,146,34,16,243,481639501005
Frio,1793,433,68,18,431,481639502001
Frio,1036,257,27,10,295,481639502002
Frio,2218,535,88,24,559,481639502003
Frio,1632,284,134,33,340,481639503001
Frio,847,199,58,9,206,481639503002
Frio,864,248,38,10,179,481639503003
Frio,13,4,1,0,2,481639503004
Frio,10,1,2,0,3,483250001023
Frio,3,1,0,0,0,483250004011
Frio,4,0,0,0,0,483250005001
Frio,2,0,0,0,0,483250008003
Frio,1,0,0,0,0,483250008005
Gaines,169,3,2,0,0,
Gaines,0,0,0,0,0,350250011003
Gaines,4,0,1,0,0,480250007011
Gaines,1,0,0,0,0,481059501003
Gaines,1,0,0,0,0,481159504021
Gaines,1,0,0,0,0,481159505001
Gaines,1,0,0,0,0,481159505002
Gaines,7,1,0,0,0,481159506001
Gaines,5,0,0,0,0,481159506002
Gaines,2,0,0,0,0,481439505005
Gaines,257,26,18,5,5,481659501001
Gaines,281,15,17,0,10,481659501002
Gaines,631,129,68,4,26,481659501003
Gaines,692,158,107,4,21,481659501004
Gaines,546,74,50,3,12,481659501005
Gaines,740,32,20,3,8,481659502001
Gaines,2250,68,66,11,43,481659502002
Gaines,1390,93,39,3,17,481659502003
Gaines,746,50,30,7,10,481659503001
Gaines,737,41,30,8,18,481659503002
Gaines,1555,68,46,6,39,481659503003
Gaines,776,24,30,8,14,481659503004
Gaines,965,73,62,10,29,481659503005
Gaines,3,0,1,0,0,484459501003
Gaines,2,0,0,0,0,485019502001
Gaines,177,32,32,1,5,485019502002
Gaines,75,3,6,1,5,485019502004
Gaines,64,10,8,1,1,485019502005
Galveston,570,0,0,0,0,
Galveston,12,0,0,0,0,480396602002
Galveston,1,0,0,0,0,480396603003
Galveston,12,1,0,0,5,480396610003
Galveston,3,0,0,0,0,480396611002
Galveston,1,0,0,0,0,480396613002
Galveston,1,0,1,0,0,480396614001
Galveston,64,2,2,0,2,480396614002
Galveston,10,0,0,0,0,480396616012
Galveston,10,0,0,0,0,480396617001
Galveston,1,0,0,0,0,481499705002
Galveston,3840,129,104,54,355,481677201001
Galveston,1162,49,49,13,84,481677201002
Galveston,1092,44,27,11,90,481677201003
Galveston,2466,83,68,32,240,481677202001
Galveston,1838,63,38,18,124,481677202002
Galveston,551,22,17,7,33,481677202003
Galveston,915,29,24,9,79,481677203011
Galveston,1521,47,37,11,134,481677203012
Galveston,2029,74,36,30,140,481677203021
Galveston,2591,108,66,26,215,481677203022
Galveston,2540,76,56,38,215,481677203023
Galveston,6030,266,211,84,583,481677204001
Galveston,2209,74,56,29,162,481677204002
Galveston,984,55,34,13,101,481677205011
Galveston,3029,151,107,34,313,481677205012
Galveston,1913,172,113,24,159,481677205021
Galveston,6582,467,283,94,797,481677205022
Galveston,1782,149,91,22,208,481677205023
Galveston,4994,291,179,90,698,481677205031
Galveston,1735,182,92,33,183,481677205032
Galveston,8094,503,338,104,874,481677205033
Galveston,2169,136,73,39,247,481677206001
Galveston,3384,289,158,36,340,481677206002
Galveston,1000,102,59,12,85,481677207001
Galveston,4616,434,209,78,577,481677207002
Galveston,3790,366,232,64,470,481677207003
Galveston,589,215,7,9,159,481677208001
Galveston,1096,170,54,20,145,481677208002
Galveston,954,178,46,6,138,481677208003
Galveston,1021,47,33,13,90,481677208004
Galveston,568,175,25,12,65,481677209001
Galveston,1608,93,50,19,144,481677209002
Galveston,1242,115,71,14,116,481677209003
Galveston,991,121,42,13,67,481677209004
Galveston,1900,95,50,25,133,481677210001
Galveston,1702,298,136,24,180,481677211001
Galveston,1302,283,95,19,106,481677211002
Galveston,1288,155,87,20,122,481677211003
Galveston,2859,371,196,54,256,481677211004
Galveston,1373,89,30,20,136,481677212011
Galveston,12651,1033,657,188,1473,481677212012
Galveston,2159,122,72,29,210,481677212013
Galveston,7693,563,310,121,843,481677212014
Galveston,2081,91,57,22,245,481677212015
Galveston,6947,612,387,118,823,481677212021
Galveston,1030,53,27,16,96,481677213001
Galveston,834,75,44,11,81,481677213002
Galveston,1443,85,54,30,125,481677213003
Galveston,1500,72,34,9,134,481677213004
Galveston,2419,139,98,26,205,481677214001
Galveston,2845,98,66,30,320,481677214002
Galveston,3053,216,124,39,289,481677214003
Galveston,1846,72,60,24,123,481677215001
Galveston,900,34,23,10,48,481677215002
Galveston,2151,112,87,28,179,481677215003
Galveston,1708,46,44,32,182,481677215004
Galveston,1579,96,61,20,111,481677216001
Galveston,783,82,44,6,28,481677217001
Galveston,702,77,49,5,41,481677217002
Galveston,790,135,58,3,51,481677217003
Galveston,566,109,37,5,34,481677217004
Galveston,700,69,39,5,53,481677217005
Galveston,2748,254,159,38,303,481677217006
Galveston,1235,54,37,15,62,481677218001
Galveston,1605,113,75,24,121,481677218002
Galveston,1074,65,40,6,63,481677218003
Galveston,705,44,23,10,57,481677218004
Galveston,4743,1018,239,118,809,481677219001
Galveston,1939,484,81,78,271,481677219002
Galveston,854,288,37,14,76,481677219003
Galveston,2535,309,141,32,327,481677220011
Galveston,1370,118,79,18,189,481677220012
Galveston,1250,206,84,22,154,481677220013
Galveston,1297,207,84,50,156,481677220021
Galveston,827,97,48,69,94,481677220022
Galveston,783,100,43,24,75,481677220023
Galveston,869,117,58,7,114,481677221001
Galveston,703,73,42,22,64,481677221002
Galveston,1272,215,84,37,126,481677221003
Galveston,1053,155,50,17,137,481677221004
Galveston,911,107,62,17,109,481677221005
Galveston,1501,160,90,24,162,481677221006
Galveston,709,185,40,5,63,481677222001
Galveston,611,216,19,5,94,481677222002
Galveston,727,197,37,5,63,481677222003
Galveston,780,289,31,11,70,481677222004
Galveston,930,282,51,11,69,481677223001
Galveston,761,217,59,13,65,481677223002
Galveston,819,237,59,4,76,481677223003
Galveston,1375,266,66,136,163,481677223004
Galveston,834,159,26,114,87,481677223005
Galveston,944,194,67,11,110,481677223006
Galveston,1980,635,74,20,399,481677226001
Galveston,1476,590,19,19,343,481677227001
Galveston,708,274,4,4,156,481677227002
Galveston,717,257,11,1,158,481677227003
Galveston,2205,793,50,30,646,481677227004
Galveston,974,296,43,16,151,481677228001
Galveston,1348,348,78,17,186,481677228002
Galveston,1211,213,69,23,188,481677229001
Galveston,1377,316,90,21,177,481677229002
Galveston,1153,398,26,20,224,481677230001
Galveston,1482,419,39,18,375,481677230002
Galveston,1191,369,37,12,290,481677230003
Galveston,709,207,29,4,116,481677231001
Galveston,1641,386,70,51,333,481677231002
Galveston,738,244,32,19,95,481677231003
Galveston,2209,295,131,38,330,481677232001
Galveston,1489,259,69,17,226,481677232002
Galveston,2359,94,68,20,137,481677233001
Galveston,3156,318,190,46,458,481677233002
Galveston,1215,59,30,17,107,481677233003
Galveston,1491,59,31,12,79,481677234001
Galveston,1384,36,19,16,97,481677234002
Galveston,2402,69,32,25,119,481677234003
Galveston,1279,48,17,14,68,481677234004
Galveston,516,22,13,7,27,481677235011
Galveston,458,8,14,5,32,481677235012
Galveston,2139,83,60,21,98,481677235021
Galveston,2331,72,36,7,157,481677235022
Galveston,1288,43,27,11,52,481677235023
Galveston,2707,87,51,28,142,481677235024
Galveston,1687,96,62,20,141,481677236001
Galveston,1384,341,67,14,202,481677236002
Galveston,1625,49,34,13,101,481677236003
Galveston,1254,310,53,8,203,481677237001
Galveston,834,251,28,7,105,481677237002
Galveston,1553,155,64,19,178,481677238001
Galveston,1394,28,14,15,97,481677238002
Galveston,2342,62,47,27,179,481677238003
Galveston,717,46,28,5,62,481677239001
Galveston,1687,45,22,10,134,481677239002
Galveston,552,60,16,6,40,481677239003
Galveston,787,26,27,5,56,481677239004
Galveston,537,98,53,5,35,481677240001
Galveston,740,174,39,7,66,481677240002
Galveston,898,93,50,8,84,481677241011
Galveston,860,165,48,5,108,481677241012
Galveston,879,105,50,8,137,481677242001
Galveston,879,199,40,11,108,481677242002
Galveston,1111,241,72,15,137,481677242003
Galveston,515,105,29,7,78,481677243001
Galveston,564,87,42,8,86,481677243002
Galveston,860,180,38,7,138,481677243003
Galveston,982,149,59,12,215,481677243004
Galveston,804,187,32,8,133,481677243005
Galveston,937,186,45,44,153,481677244001
Galveston,1090,256,44,12,209,481677244002
Galveston,1034,242,43,53,156,481677244003
Galveston,1323,169,39,43,126,481677244004
Galveston,1602,297,94,22,226,481677245001
Galveston,266,105,5,2,29,481677246001
Galveston,1277,513,38,11,153,481677246002
Galveston,858,228,22,78,138,481677247001
Galveston,1186,311,43,111,205,481677247002
Galveston,1042,205,62,22,192,481677248001
Galveston,727,194,26,12,110,481677248002
Galveston,593,109,28,8,117,481677249001
Galveston,703,162,41,9,159,481677249002
Galveston,590,181,26,11,85,481677249003
Galveston,859,225,45,10,153,481677250001
Galveston,515,150,41,5,81,481677250002
Galveston,612,143,36,3,104,481677250003
Galveston,764,145,21,109,116,481677251001
Galveston,565,179,20,41,100,481677251002
Galveston,545,142,28,35,66,481677251003
Galveston,707,180,39,7,128,481677252001
Galveston,913,340,26,11,132,481677252002
Galveston,1112,288,45,18,185,481677253001
Galveston,1045,185,55,19,210,481677253002
Galveston,797,203,40,12,121,481677254001
Galveston,687,227,37,10,85,481677254002
Galveston,1027,296,50,17,172,481677254003
Galveston,888,192,43,17,149,481677254004
Galveston,648,57,24,15,139,481677255001
Galveston,804,75,32,18,151,481677255002
Galveston,635,83,29,4,54,481677256001
Galveston,1592,284,76,20,201,481677256002
Galveston,1267,256,86,15,142,481677256003
Galveston,770,156,47,5,86,481677256004
Galveston,1656,180,72,23,297,481677257001
Galveston,1108,114,54,15,211,481677257002
Galveston,1037,217,60,14,130,481677258001
Galveston,878,212,45,18,107,481677258002
Galveston,2242,388,120,38,304,481677258003
Galveston,1112,87,43,30,140,481677259001
Galveston,1769,249,111,30,168,481677259002
Galveston,1038,75,48,41,201,481677260001
Galveston,866,40,24,11,80,481677260002
Galveston,2134,77,58,19,245,481677261001
Galveston,1570,67,44,16,162,481677261002
Galveston,445,101,13,17,22,481677262001
Galveston,2114,611,91,22,319,481677262002
Galveston,1,0,0,0,0,481872108032
Galveston,1,0,0,0,0,482013403012
Galveston,1,0,0,0,0,482013405002
Galveston,1,0,0,0,0,482013415021
Galveston,1,0,0,0,0,482013427003
Galveston,1,1,0,0,0,482013437003
Galveston,8,0,0,0,0,482013506011
Galveston,2,0,0,0,0,482013506021
Galveston,44,2,2,1,7,482013506023
Galveston,1,0,0,0,0,482013508012
Galveston,1,0,0,0,0,482013508013
Galveston,20,0,0,0,5,482013508021
Galveston,1,0,0,0,0,482014536021
Garza,30,0,1,0,0,
Garza,8,0,0,0,0,480339501001
Garza,3,0,0,0,0,481259503001
Garza,702,14,8,3,18,481699501001
Garza,741,53,46,4,14,481699501002
Garza,1154,33,32,11,43,481699501003
Garza,636,20,22,1,29,481699501004
Garza,599,52,30,5,13,481699501005
Garza,2,0,0,0,0,482199504004
Garza,12,0,0,0,0,483030106001
Garza,15,3,0,0,1,483030106002
Garza,5,0,0,0,0,483030106003
Garza,29,1,1,0,1,483059504001
Garza,1,0,0,0,0,483059506001
Gillespie,61,0,0,0,0,
Gillespie,7,0,0,0,0,480319501001
Gillespie,2253,37,28,25,148,481719501001
Gillespie,2028,63,32,23,93,481719501002
Gillespie,1255,17,14,11,72,481719502001
Gillespie,1485,34,20,17,68,481719502002
Gillespie,1936,29,14,28,152,481719502003
Gillespie,1464,58,59,35,128,481719503001
Gillespie,1228,34,26,13,59,481719503002
Gillespie,1067,18,13,5,65,481719503003
Gillespie,2132,54,31,31,196,481719503004
Gillespie,643,25,13,13,46,481719503005
Gillespie,1083,33,20,27,75,481719503006
Gillespie,3335,82,49,48,293,481719504001
Gillespie,1965,57,52,24,109,481719504002
Gillespie,1559,78,61,16,81,481719504003
Gillespie,2171,58,46,22,141,481719505001
Gillespie,1753,58,43,26,106,481719505002
Gillespie,5,0,0,0,1,482599701002
Gillespie,9,0,0,0,0,482659601003
Gillespie,2,0,0,0,0,482659602001
Gillespie,6,0,0,0,0,482659603012
Gillespie,52,1,0,1,1,482659603021
Gillespie,3,0,0,0,0,482659603022
Gillespie,2,0,0,0,1,482659603023
Gillespie,7,1,0,0,0,482659604011
Gillespie,8,0,0,0,0,482659604022
Gillespie,2,0,0,0,0,482659604023
Gillespie,3,0,0,1,0,482999703002
Glasscock,11,0,0,0,0,
Glasscock,10,1,0,0,0,481350030001
Glasscock,244,1,4,2,6,481739501001
Glasscock,558,25,16,4,10,481739501002
Glasscock,10,1,0,2,0,482279501003
Glasscock,2,0,0,0,0,482279504002
Glasscock,7,0,1,0,0,482279505002
Glasscock,3,0,0,0,0,482279505004
Glasscock,2,0,0,0,0,482279508011
Glasscock,83,1,0,1,2,482279509001
Glasscock,2,0,0,0,0,483179501001
Glasscock,11,0,0,0,0,483179502001
Glasscock,1,0,0,0,0,483179502003
Glasscock,2,0,0,0,0,483290011002
Glasscock,2,0,0,0,0,483290101091
Glasscock,5,0,0,0,0,483290101131
Glasscock,4,0,0,0,0,483290101133
Glasscock,30,0,0,0,0,483290101135
Goliad,139,0,0,0,0,
Goliad,1,0,0,0,0,480259501002
Goliad,7,0,1,0,0,480259502022
Goliad,1,0,0,0,0,481239704002
Goliad,13,0,0,0,0,481239704003
Goliad,1,0,0,0,0,481239705002
Goliad,1,0,0,0,0,481239705003
Goliad,1755,27,30,14,72,481759601001
Goliad,1607,150,71,15,121,481759601002
Goliad,936,225,80,5,135,481759601003
Goliad,1538,83,72,12,99,481759602001
Goliad,1005,189,58,8,124,481759602002
Goliad,705,119,42,9,105,481759602003
Goliad,1,0,0,0,0,482559703003
Goliad,8,1,1,0,1,483919502001
Goliad,3,1,0,0,0,483919502002
Goliad,2,0,0,0,0,483919502003
Goliad,0,0,0,0,0,484410115001
Goliad,2,0,0,0,0,484690007001
Goliad,0,0,0,0,0,484690007002
Goliad,20,0,0,0,0,484690013001
Goliad,4,0,0,0,0,484690014002
Goliad,23,0,0,0,1,484690014004
Gonzales,226,0,0,0,0,
Gonzales,2,0,0,0,0,480219506002
Gonzales,25,1,2,1,0,480559606001
Gonzales,30,0,1,0,0,480559606002
Gonzales,2,0,0,0,0,480559607001
Gonzales,5,0,0,0,0,480559607002
Gonzales,1,0,0,0,0,480559607003
Gonzales,7,0,2,0,0,480559607004
Gonzales,10,1,0,1,3,480559607005
Gonzales,3,0,0,0,0,481239701001
Gonzales,12,1,0,0,2,481239702001
Gonzales,10,0,0,0,0,481239702004
Gonzales,2,0,0,0,0,481239703004
Gonzales,1,0,1,0,0,481239704002
Gonzales,2,0,0,0,0,481239705001
Gonzales,10,0,0,0,0,481499705002
Gonzales,1,0,0,0,0,481499705003
Gonzales,1192,74,48,8,58,481770001001
Gonzales,1496,321,106,21,147,481770001002
Gonzales,1444,74,51,11,80,481770002001
Gonzales,987,35,34,9,57,481770002002
Gonzales,1821,179,108,21,101,481770002003
Gonzales,871,182,87,6,65,481770003001
Gonzales,999,142,55,9,90,481770003002
Gonzales,838,52,32,2,47,481770003003
Gonzales,508,111,55,9,43,481770003004
Gonzales,1195,140,94,12,92,481770004001
Gonzales,815,93,58,2,42,481770004002
Gonzales,984,46,40,6,49,481770005001
Gonzales,802,146,75,13,33,481770005002
Gonzales,1175,229,130,13,70,481770005003
Gonzales,1240,55,40,11,56,481770006001
Gonzales,880,116,57,6,52,481770006002
Gonzales,20,0,0,1,4,481872105061
Gonzales,57,2,0,1,4,481872109011
Gonzales,26,0,2,0,2,481872109012
Gonzales,9,0,0,0,1,482850002001
Gonzales,6,1,0,0,0,482850003001
Gonzales,4,0,0,0,0,482850003002
Gonzales,11,0,1,1,0,482850004001
Gonzales,105,6,1,0,5,482850004002
Gonzales,2,0,0,0,0,482850004003
Gonzales,2,0,0,0,0,482850004004
Gonzales,2,0,0,0,0,484930005001
Gonzales,13,1,0,0,0,484930005002
Gray,77,0,0,0,0,
Gray,15,0,0,0,0,480659501003
Gray,2,0,0,0,0,480879503001
Gray,672,9,6,3,10,481799501001
Gray,587,10,3,2,7,481799501002
Gray,871,14,11,7,11,481799501003
Gray,1077,11,16,4,17,481799501004
Gray,1503,8,7,6,24,481799503001
Gray,856,19,10,5,23,481799503002
Gray,642,10,5,6,4,481799503003
Gray,628,11,6,4,14,481799503004
Gray,1013,8,7,1,17,481799503005
Gray,727,24,10,3,7,481799504001
Gray,834,25,10,4,13,481799504002
Gray,749,4,5,8,15,481799504003
Gray,833,23,16,6,19,481799504004
Gray,890,11,9,4,23,481799504005
Gray,574,10,10,5,14,481799504006
Gray,875,22,14,5,19,481799505001
Gray,659,22,16,2,7,481799505002
Gray,674,11,13,3,9,481799505003
Gray,610,30,25,3,15,481799506001
Gray,1036,37,29,4,14,481799506002
Gray,644,24,19,3,11,481799507001
Gray,1080,42,22,6,15,481799507002
Gray,665,45,14,5,8,481799508001
Gray,460,55,45,2,13,481799508002
Gray,8,0,0,0,1,483939501001
Gray,11,0,0,0,0,484839501002
Gray,2,0,0,0,0,484839503001
Grayson,396,0,0,0,0,
Grayson,17,0,1,0,3,480850301001
Grayson,8,0,0,0,0,480850302021
Grayson,9,0,1,0,0,480850302035
Grayson,14,0,0,0,0,480850303051
Grayson,23,0,0,0,1,480970001001
Grayson,5,0,0,0,0,480970001002
Grayson,2,0,0,0,0,480970007004
Grayson,15,1,0,0,2,481210201031
Grayson,1,0,0,0,0,481210201035
Grayson,24,2,1,0,3,481210201042
Grayson,9,0,0,0,0,481479503001
Grayson,83,4,4,1,10,481479503002
Grayson,2,0,0,0,0,481479507021
Grayson,43,2,2,0,1,481479507022
Grayson,2214,48,20,13,95,481810001011
Grayson,1058,26,13,7,57,481810001012
Grayson,1496,28,25,15,52,481810001013
Grayson,1610,55,24,7,71,481810001021
Grayson,835,37,14,14,55,481810001022
Grayson,580,27,15,4,28,481810001023
Grayson,1020,47,15,5,50,481810002001
Grayson,1057,99,37,17,65,481810002002
Grayson,2456,60,30,26,156,481810003021
Grayson,2517,52,26,29,137,481810003022
Grayson,1042,18,13,4,56,481810003031
Grayson,2488,41,22,19,140,481810003032
Grayson,1784,25,9,12,94,481810003033
Grayson,1092,23,11,7,39,481810003041
Grayson,1568,24,11,13,65,481810003042
Grayson,1346,36,11,6,68,481810003043
Grayson,1297,46,24,11,90,481810004001
Grayson,1423,66,27,11,106,481810004002
Grayson,1240,107,45,11,99,481810005011
Grayson,588,113,27,5,64,481810005012
Grayson,1045,161,39,7,131,481810005013
Grayson,762,48,23,6,74,481810005014
Grayson,1293,89,41,10,76,481810005021
Grayson,485,36,10,10,21,481810006001
Grayson,801,48,17,8,50,481810006002
Grayson,1391,28,20,10,57,481810006003
